Scheme,Category,CAGR% 6 Months,CAGR% 1 Year,CAGR% 3 Year,Exp. Ratio(%),6M_Score,1Y_Score,3Y_Score,Performance_Score,Cost_Score,Return_Std,Consistency_Score,Overall_Score,Category_Avg_3Y,3Y_vs_Category,Overall_Rank,Category_Rank,Type,Benchmark,Min. Invest(Rs.),SIP Min. Inv.(Rs.)
ICICI Pru FMCG Fund(G),Equity - Sectoral Fund - Consumption,21.76,15.95,12.53,2.34,99.03329752953813,47.04873026767331,61.374911410347266,64.60873429138326,14.942528735632177,26.850787526123334,53.49307178151774,49.413267274979106,11.035555555555554,1.4944444444444454,1186,13,Open ended,NIFTY FMCG - TRI,5000.0,1000.0
Nippon India Banking & Financial Services Fund(G),Equity - Sectoral Fund - Banks & Financial Services,8.95,11.57,8.49,2.02,71.51450053705692,39.53328757721346,47.05882352941176,49.6922981452813,27.203065134099624,16.720804464563262,71.03871712395191,49.40659463715353,8.781363636363636,-0.29136363636363605,1187,5,Open ended,Nifty Financial Services - TRI,5000.0,1000.0
Franklin India Debt Hybrid Fund(Q-IDCW),Hybrid - Conservative Hybrid Fund,3.72,5.04,4.83,1.38,60.27926960257787,28.328757721345234,34.08929836995039,37.599130421894344,51.72413793103448,17.029061586999223,70.50480012609785,49.35679972523025,5.775925925925925,-0.9459259259259252,1188,17,Open ended,CRISIL Hybrid 85+15 - Conservative Index,10000.0,1000.0
Aditya Birla SL Regular Savings Fund(Payment),Hybrid - Conservative Hybrid Fund,2.96,8.98,6.7,1.86,58.64661654135338,35.08922443376802,40.71580439404677,42.61399283542447,33.33333333333333,12.302595588072286,78.6912793764861,49.31314959516709,5.775925925925925,0.9240740740740749,1189,18,Open ended,CRISIL Hybrid 85+15 - Conservative Index,1000.0,1000.0
Aditya Birla SL Regular Savings Fund(G),Hybrid - Conservative Hybrid Fund,2.96,8.98,6.7,1.86,58.64661654135338,35.08922443376802,40.71580439404677,42.61399283542447,33.33333333333333,12.302595588072286,78.6912793764861,49.31314959516709,5.775925925925925,0.9240740740740749,1189,18,Open ended,CRISIL Hybrid 85+15 - Conservative Index,1000.0,1000.0
Edelweiss Aggressive Hybrid Fund-Reg(G),Hybrid - Aggressive Hybrid Fund,6.5,14.17,11.0,2.53,66.25134264232008,43.994509265614276,55.95322466335932,54.425233639827965,7.662835249042144,11.138736761345553,80.7071419972143,49.30511113147809,9.219019607843137,1.780980392156863,1191,37,Open ended,CRISIL Hybrid 35+65 - Aggressive Index,5000.0,1000.0
Franklin India G-Sec Fund(IDCW),Debt - Gilt Fund,3.65,2.64,2.97,1.02,60.128893662728245,24.21070693205217,27.49822820694543,33.038104915634015,65.51724137931035,19.856502974423805,65.60752798765543,49.300244799558456,4.311111111111111,-1.3411111111111107,1192,19,Open ended,Nifty All Duration G-Sec Index,25000.0,1000.0
Edelweiss Government Securities Fund-Reg(M-IDCW),Debt - Gilt Fund,4.92,2.9,5.79,1.34,62.857142857142854,24.656829100892246,37.491141034727136,38.714047819059815,53.25670498084292,19.439725573962217,66.32940762070139,49.25355205991599,4.311111111111111,1.4788888888888891,1193,20,Open ended,Nifty All Duration G-Sec Index,5000.0,1000.0
ICICI Pru FMCG Fund(IDCW),Equity - Sectoral Fund - Consumption,21.77,15.96,12.3,2.34,99.05477980665951,47.0658888126287,60.55988660524451,64.21066590774277,14.942528735632177,26.97773639443175,53.27318989164419,49.159262610690476,11.035555555555554,1.2644444444444467,1194,14,Open ended,NIFTY FMCG - TRI,5000.0,1000.0
JM Medium to Long Duration Fund-Reg(Q-IDCW),Debt - Medium to Long Duration Fund,3.71,1.13,3.57,1.03,60.25778732545649,21.61976664378861,29.624379872430893,33.34967739444333,65.13409961685824,20.3935289055141,64.67737179002506,49.12770654894249,4.3271875,-0.7571875000000001,1195,11,Open ended,CRISIL Medium to Long Term Debt Index,5000.0,1000.0
JM Medium to Long Duration Fund-Reg(G),Debt - Medium to Long Duration Fund,3.71,1.13,3.57,1.03,60.25778732545649,21.61976664378861,29.624379872430893,33.34967739444333,65.13409961685824,20.3935289055141,64.67737179002506,49.12770654894249,4.3271875,-0.7571875000000001,1195,11,Open ended,CRISIL Medium to Long Term Debt Index,5000.0,1000.0
ICICI Pru Banking & Fin Serv Fund(G),Equity - Sectoral Fund - Banks & Financial Services,6.15,8.81,8.22,1.95,65.49946294307196,34.79752916952643,46.1020552799433,46.59017897944397,29.885057471264375,15.527719686987071,73.1052005764509,49.0426540016508,8.781363636363636,-0.5613636363636356,1197,6,Open ended,Nifty Financial Services - TRI,5000.0,1000.0
Invesco India Short Term Fund(G),Debt - Short Duration Fund,4.26,2.55,4.32,1.2,61.439312567132106,24.056280027453674,32.282069454287736,35.645781248806394,58.62068965517242,19.643911522822123,65.97574718308437,48.971999833967395,5.2086538461538465,-0.8886538461538462,1198,42,Open ended,Nifty Short Duration Debt Index,1000.0,1000.0
UTI Regular Savings Fund-Reg(F-IDCW),Hybrid - Conservative Hybrid Fund,3.7,8.87,6.07,1.79,60.236305048335126,34.90048043925875,38.48334514528703,41.759077714088164,36.01532567049808,13.710897081440983,76.25202963759638,48.9463776840677,5.775925925925925,0.29407407407407504,1199,20,Open ended,NIFTY 50 Hybrid Composite Debt 15:85 Index,5000.0,1000.0
Invesco India Short Term Fund(W-IDCW),Debt - Short Duration Fund,4.26,2.55,4.29,1.2,61.439312567132106,24.056280027453674,32.175761871013464,35.59262745716926,58.62068965517242,19.662877487857077,65.94289716802925,48.937210434385044,5.2086538461538465,-0.9186538461538465,1200,43,Open ended,Nifty Short Duration Debt Index,1000.0,1000.0
ICICI Pru Credit Risk Fund(G),Debt - Credit Risk Fund,5.1,4.59,6.49,1.55,63.2438238453276,27.55662319835278,39.971651311126855,40.90157738413478,45.21072796934866,18.116765842353583,68.62084109221522,48.90868095745836,4.7778125000000005,1.7121874999999998,1201,4,Open ended,CRISIL Short Term Credit Risk Fund,1000.0,1000.0
Nippon India Banking & Financial Services Fund(IDCW),Equity - Sectoral Fund - Banks & Financial Services,8.95,11.58,8.05,2.02,71.51450053705692,39.55044612216885,45.49964564138909,48.91785676475658,27.203065134099624,16.99934520699777,70.55627040607739,48.89876226742254,8.781363636363636,-0.7313636363636355,1202,7,Open ended,Nifty Financial Services - TRI,5000.0,1000.0
HDFC Medium Term Debt Fund(G),Debt - Medium Duration Fund,5.02,3.01,5.32,1.33,63.071965628356594,24.845573095401512,35.82565556343019,37.980892836006866,53.639846743295,19.68155104508782,65.91055361814756,48.87804650836407,3.55972972972973,1.7602702702702704,1203,15,Open ended,NIFTY Medium Duration Debt Index,1000.0,1000.0
ICICI Pru Credit Risk Fund(Q-IDCW),Debt - Credit Risk Fund,5.1,4.59,6.46,1.55,63.2438238453276,27.55662319835278,39.86534372785259,40.84842359249765,45.21072796934866,18.127484766204898,68.60227537150229,48.87746263146156,4.7778125000000005,1.6821874999999995,1204,5,Open ended,CRISIL Short Term Credit Risk Fund,1000.0,1000.0
Franklin India Debt Hybrid Fund(M-IDCW),Hybrid - Conservative Hybrid Fund,3.04,4.45,4.51,1.38,58.81847475832438,27.316403568977353,32.9553508150248,36.43629142987048,51.72413793103448,16.798211191318703,70.90464474036389,48.87534138278483,5.775925925925925,-1.2659259259259255,1205,21,Open ended,CRISIL Hybrid 85+15 - Conservative Index,10000.0,1000.0
Mirae Asset Dynamic Bond Fund-Reg(IDCW),Debt - Dynamic Bond,3.85,1.4,4.0,1.12,60.558539205155746,22.08304735758408,31.148121899362152,34.31068299798745,61.68582375478926,20.114305421189957,65.1610010515409,48.867047700576265,4.625,-0.625,1206,28,Open ended,CRISIL Dynamic Debt Index,5000.0,1000.0
Mirae Asset Dynamic Bond Fund-Reg(G),Debt - Dynamic Bond,3.85,1.4,4.0,1.12,60.558539205155746,22.08304735758408,31.148121899362152,34.31068299798745,61.68582375478926,20.114305421189957,65.1610010515409,48.867047700576265,4.625,-0.625,1206,28,Open ended,CRISIL Dynamic Debt Index,5000.0,1000.0
Baroda BNP Paribas ELSS Fund-Reg(G),Equity - ELSS,-2.14,10.49,9.13,2.33,47.690655209452196,37.68016472203157,49.326718639262936,45.50553977813138,15.325670498084287,6.305141308118851,89.07917490543686,48.85398123994598,10.023387096774194,-0.8933870967741928,1208,47,Open ended,NIFTY 500 - TRI,1000.0,1000.0
Invesco India Short Term Fund(M-IDCW),Debt - Short Duration Fund,4.27,2.55,4.2,1.2,61.460794844253485,24.056280027453674,31.856839121190646,35.43746253768212,58.62068965517242,19.7329700641175,65.82149326471281,48.82927699881237,5.2086538461538465,-1.0086538461538463,1209,44,Open ended,Nifty Short Duration Debt Index,1000.0,1000.0
Aditya Birla SL Dividend Yield Fund(G),Equity - Dividend Yield Fund,9.82,17.93,8.69,2.41,73.38345864661655,50.44612216884008,47.76754075124025,53.694298755595455,12.260536398467426,14.079958882090208,75.61279584773906,48.81548243934935,10.248999999999999,-1.5589999999999993,1210,9,Open ended,NIFTY 500 - TRI,1000.0,1000.0
HDFC Medium Term Debt Fund(FN-IDCW),Debt - Medium Duration Fund,5.02,3.01,5.26,1.33,63.071965628356594,24.845573095401512,35.61304039688164,37.87458525273259,53.639846743295,19.71119822604966,65.85920319442046,48.81205511079516,3.55972972972973,1.70027027027027,1211,16,Open ended,NIFTY Medium Duration Debt Index,1000.0,1000.0
Franklin India Technology Fund(G),Equity - Sectoral Fund - Technology,-8.7,19.03,16.83,2.44,33.598281417830286,52.33356211393274,76.61233167965979,60.72589075757577,11.111111111111116,21.56647828735844,62.645763865964156,48.8021641230567,20.878999999999998,-4.0489999999999995,1212,9,Open ended,S&P BSE TECk Index - TRI,5000.0,1000.0
Indiabulls Arbitrage Fund-Reg(G),Hybrid - Arbitrage Fund,3.13,2.67,3.9,1.21,59.01181525241675,24.262182566918327,30.793763288447906,34.4778994647828,58.23754789272031,18.46824741342179,68.01205715320096,48.80135099387172,4.482,-0.5820000000000003,1213,39,Open ended,Nifty 50 Arbitrage,1000.0,1000.0
DSP Strategic Bond Fund-Reg(IDCW),Debt - Dynamic Bond,3.83,1.97,3.67,1.12,60.515574650912995,23.061084420041183,29.978738483345147,34.01080949786753,61.68582375478926,19.929840019925305,65.48050449876985,48.79698681232354,4.625,-0.9550000000000001,1214,30,Open ended,CRISIL Dynamic Debt Index,1000.0,1000.0
DSP Global Allocation Fund-Reg(IDCW),FoFs (Overseas),-0.38,7.13,7.94,2.01,51.471535982814174,31.914893617021278,45.10985116938341,42.423700866360925,27.586206896551737,9.975304499091742,82.72226578660269,48.78896860396907,6.912058823529412,1.0279411764705886,1215,16,Open ended,NULL,1000.0,1000.0
DSP Global Allocation Fund-Reg(G),FoFs (Overseas),-0.38,7.13,7.94,2.01,51.471535982814174,31.914893617021278,45.10985116938341,42.423700866360925,27.586206896551737,9.975304499091742,82.72226578660269,48.78896860396907,6.912058823529412,1.0279411764705886,1215,16,Open ended,NULL,1000.0,1000.0
Franklin India Technology Fund(IDCW),Equity - Sectoral Fund - Technology,-8.7,19.04,16.4,2.44,33.598281417830286,52.35072065888813,75.08858965272856,59.96916730759678,11.111111111111116,20.777031955573296,64.01312502246489,48.76564268719239,20.878999999999998,-4.478999999999999,1217,10,Open ended,S&P BSE TECk Index - TRI,5000.0,1000.0
Edelweiss Long Term Equity Fund (Tax Savings)-Reg(G),Equity - ELSS,1.97,12.65,8.49,2.37,56.51987110633727,41.38641043239534,47.05882352941176,47.249309115691936,13.793103448275845,7.645361595610314,86.75784527416707,48.7623917384567,10.023387096774194,-1.5333870967741934,1218,48,Open ended,NIFTY 500 - TRI,1000.0,1000.0
IDBI Focused 30 Equity Fund-Reg(IDCW),Equity - Focused Fund,3.56,14.63,9.27,2.53,59.93555316863587,44.78380233356212,49.82282069454288,50.333661681067255,7.662835249042144,7.716158559618404,86.63522133548344,48.74134498666503,9.83,-0.5600000000000005,1219,18,Open ended,NIFTY 500 - TRI,5000.0,1000.0
IDBI Focused 30 Equity Fund-Reg(G),Equity - Focused Fund,3.56,14.63,9.27,2.53,59.93555316863587,44.78380233356212,49.82282069454288,50.333661681067255,7.662835249042144,7.716158559618404,86.63522133548344,48.74134498666503,9.83,-0.5600000000000005,1219,18,Open ended,NIFTY 500 - TRI,5000.0,1000.0
Baroda BNP Paribas ELSS Fund-Reg(IDCW),Equity - ELSS,-2.14,10.49,8.76,2.33,47.690655209452196,37.68016472203157,48.01559177888022,44.84997634794002,15.325670498084287,5.875607146220858,89.8231498974307,48.71219327284876,10.023387096774194,-1.2633870967741938,1221,49,Open ended,NIFTY 500 - TRI,1000.0,1000.0
Nippon India Power & Infra Fund(G),Equity - Sectoral Fund - Energy & Power,15.66,20.96,7.67,2.2,85.92910848549946,55.645161290322584,44.15308291991495,55.95591154415414,20.30651340996168,21.580939256082058,62.62071673340818,48.70976330791954,9.631666666666666,-1.961666666666666,1222,5,Open ended,Nifty Infrastructure - TRI,5000.0,1000.0
JM Large Cap Fund-Reg(G),Equity - Large Cap Fund,5.31,14.58,9.75,2.53,63.69495166487648,44.69800960878518,51.52374202693125,51.910264229076475,7.662835249042144,9.623000005000444,83.33247507010367,48.703959694324695,10.044583333333334,-0.29458333333333364,1223,36,Open ended,S&P BSE 100 - TRI,5000.0,1000.0
Canara Rob Conservative Hybrid Fund-Reg(M-IDCW),Hybrid - Conservative Hybrid Fund,2.87,7.23,6.74,1.83,58.45327604726101,32.08647906657516,40.85754783841247,41.745372848630986,34.48275862068966,13.427268781728422,76.74328826316291,48.67919814527863,5.775925925925925,0.964074074074075,1224,22,Open ended,CRISIL Hybrid 85+15 - Conservative Index,5000.0,1000.0
UTI Regular Savings Fund-Reg(M-IDCW),Hybrid - Conservative Hybrid Fund,3.7,8.75,5.89,1.79,60.236305048335126,34.6945778997941,37.84549964564139,41.37838420242595,36.01532567049808,13.92633177449749,75.8788858035095,48.662744969714865,5.775925925925925,0.11407407407407444,1225,23,Open ended,NIFTY 50 Hybrid Composite Debt 15:85 Index,25000.0,1000.0
Aditya Birla SL Equity Advantage Fund(G),Equity - Large & Mid Cap Fund,-10.5,9.7,7.14,1.96,29.731471535982813,36.32463967055594,42.27498228206945,37.98117734939807,29.501915708812266,6.27450004757796,89.13224712550164,48.64912938327751,10.412619047619048,-3.272619047619048,1226,38,Open ended,S&P BSE 250 LargeMidCap Index - TRI,1000.0,1000.0
IDFC Balanced Advantage Fund-Reg(G),Hybrid - Balanced Advantage,1.12,7.44,7.22,1.95,54.69387755102041,32.446808510638306,42.55846917080085,41.952052648796,29.885057471264375,11.138865133310707,80.70691965044838,48.624020604826185,7.937894736842105,-0.7178947368421049,1227,12,Open ended,NIFTY 50 Hybrid Composite Debt 50:50 Index,1000.0,1000.0
PGIM India Short Duration Fund(G),Debt - Short Duration Fund,4.84,3.46,4.49,1.29,62.68528464017186,25.617707618393965,32.88447909284196,36.66460875997354,55.172413793103445,19.64221323746833,65.97868869960288,48.62008000316335,5.2086538461538465,-0.7186538461538463,1228,45,Open ended,NULL,5000.0,1000.0
Nippon India Tax Saver (ELSS) Fund(G),Equity - ELSS,3.83,13.63,4.26,1.76,60.515574650912995,43.06794783802334,32.069454287739184,41.058226425459196,37.16475095785441,14.344385112264193,75.15479618222382,48.60899999774915,10.023387096774194,-5.763387096774194,1229,50,Open ended,NIFTY 500 - TRI,1000.0,1000.0
Aditya Birla SL Equity Advantage Fund(IDCW),Equity - Large & Mid Cap Fund,-10.5,9.7,6.82,1.96,29.731471535982813,36.32463967055594,41.14103472714387,37.414203571935275,29.501915708812266,5.727792762850456,90.0791719195177,48.602373693050126,10.412619047619048,-3.5926190476190474,1230,39,Open ended,S&P BSE 250 LargeMidCap Index - TRI,1000.0,1000.0
IDFC G-Sec-Invest-Reg(G),Debt - Gilt Fund,3.83,1.34,4.8,1.24,60.515574650912995,21.980096087851752,33.98299078667611,35.68863914987618,57.08812260536398,19.71898660237548,65.84571333091569,48.577778559008,4.311111111111111,0.48888888888888893,1231,21,Open ended,CRISIL Dynamic Gilt Index,1000.0,1000.0
HSBC Infrastructure Fund-Reg(IDCW),Equity - Sectoral Fund - Infrastructure,8.01,17.0,7.0,2.2,69.49516648764768,48.85037748798902,41.778880226789504,49.44358665732099,20.30651340996168,14.401423022566295,75.05600362362303,48.56242258705667,9.401428571428571,-2.4014285714285712,1232,21,Open ended,Nifty Infrastructure - TRI,5000.0,1000.0
Edelweiss Aggressive Hybrid Fund-Reg(IDCW),Hybrid - Aggressive Hybrid Fund,6.49,13.62,10.52,2.53,66.22986036519872,43.05078929306795,54.25230333097093,53.287360526445596,7.662835249042144,11.591700515285398,79.92258576140335,48.54003551583418,9.219019607843137,1.3009803921568626,1233,38,Open ended,CRISIL Hybrid 35+65 - Aggressive Index,5000.0,1000.0
HSBC Infrastructure Fund-Reg(G),Equity - Sectoral Fund - Infrastructure,7.74,16.91,6.95,2.2,68.91514500537058,48.695950583390534,41.60170092133239,49.19266463675747,20.30651340996168,14.172558161657111,75.45240919078492,48.53606296856539,9.401428571428571,-2.451428571428571,1234,22,Open ended,Nifty Infrastructure - TRI,5000.0,1000.0
Sundaram Low Duration Fund(G),Debt - Low Duration Fund,5.59,4.46,4.1,1.28,64.29645542427497,27.333562113932743,31.5024805102764,36.810599974173016,55.55555555555556,20.244670710778355,64.93520174643035,48.52798931258298,5.122105263157894,-1.0221052631578944,1235,73,Open ended,NIFTY Low Duration Debt Index,1000.0,1000.0
Sundaram Low Duration Fund(M-IDCW),Debt - Low Duration Fund,5.59,4.46,4.1,1.28,64.29645542427497,27.333562113932743,31.5024805102764,36.810599974173016,55.55555555555556,20.244670710778355,64.93520174643035,48.52798931258298,5.122105263157894,-1.0221052631578944,1235,73,Open ended,NIFTY Low Duration Debt Index,1000.0,1000.0
Sundaram Low Duration Fund(W-IDCW),Debt - Low Duration Fund,5.59,4.46,4.1,1.28,64.29645542427497,27.333562113932743,31.5024805102764,36.810599974173016,55.55555555555556,20.244670710778355,64.93520174643035,48.52798931258298,5.122105263157894,-1.0221052631578944,1235,73,Open ended,NIFTY Low Duration Debt Index,1000.0,1000.0
Sundaram Low Duration Fund(DD-IDCW),Debt - Low Duration Fund,5.59,4.45,4.1,1.28,64.29645542427497,27.316403568977353,31.5024805102764,36.8054524106864,55.55555555555556,20.250482570541966,64.92513531003331,48.52289892174041,5.122105263157894,-1.0221052631578944,1238,76,Open ended,NIFTY Low Duration Debt Index,1000.0,1000.0
PGIM India Short Duration Fund(M-IDCW),Debt - Short Duration Fund,4.84,3.46,4.4,1.29,62.68528464017186,25.617707618393965,32.56555634301913,36.50514738506213,55.172413793103445,19.703958573765554,65.87174264000566,48.513612800808346,5.2086538461538465,-0.8086538461538462,1239,46,Open ended,NULL,5000.0,1000.0
Motilal Oswal Focused Fund-Reg(G),Equity - Focused Fund,3.42,9.4,8.82,2.18,59.63480128893662,35.80988332189431,48.22820694542877,46.78402872707,21.0727969348659,11.916038717295239,79.36081551668677,48.500417476423166,9.83,-1.0099999999999998,1240,20,Open ended,NIFTY 500 - TRI,1000.0,1000.0
HDFC Hybrid Debt Fund(M-IDCW),Hybrid - Conservative Hybrid Fund,5.52,9.19,6.35,1.83,64.14607948442534,35.449553877831164,39.47554925584691,43.201856688157875,34.48275862068966,15.536700005862043,73.08964620789126,48.494029551224166,5.775925925925925,0.5740740740740744,1241,24,Open ended,NIFTY 50 Hybrid Composite Debt 15:85 Index,1000.0,1000.0
Edelweiss Long Term Equity Fund (Tax Savings)-Reg(IDCW),Equity - ELSS,1.96,12.64,8.23,2.37,56.4983888292159,41.36925188743995,46.13749114103472,46.779198902592526,13.793103448275845,7.734932569060635,86.60270379726772,48.48855126268215,10.023387096774194,-1.7933870967741932,1242,51,Open ended,NIFTY 500 - TRI,1000.0,1000.0
HDFC Hybrid Debt Fund(Q-IDCW),Hybrid - Conservative Hybrid Fund,5.52,9.09,6.36,1.83,64.14607948442534,35.27796842827728,39.51098511693834,43.168098983837424,34.48275862068966,15.589388168086064,72.99838763396183,48.45433605558158,5.775925925925925,0.5840740740740751,1243,25,Open ended,NIFTY 50 Hybrid Composite Debt 15:85 Index,1000.0,1000.0
Aditya Birla SL Dividend Yield Fund(IDCW),Equity - Dividend Yield Fund,9.81,17.93,8.43,2.41,73.36197636949517,50.44612216884008,46.84620836286321,53.22933610598266,12.260536398467426,14.382754176082267,75.08833901425206,48.4518869061712,10.248999999999999,-1.818999999999999,1244,10,Open ended,NIFTY 500 - TRI,1000.0,1000.0
ICICI Pru Banking & Fin Serv Fund(IDCW),Equity - Sectoral Fund - Banks & Financial Services,6.16,8.45,7.81,1.95,65.52094522019334,34.17982155113247,44.64918497519489,45.682727996975856,29.885057471264375,15.955688531414959,72.36393679384524,48.40361256476533,8.781363636363636,-0.9713636363636367,1245,8,Open ended,Nifty Financial Services - TRI,5000.0,1000.0
IDFC Balanced Advantage Fund-Reg(IDCW),Hybrid - Balanced Advantage,1.13,7.45,6.98,1.95,54.71535982814177,32.46396705559369,41.70800850460667,41.5362663346098,29.885057471264375,11.178610312282004,80.63807898111418,48.39891728039954,7.937894736842105,-0.9578947368421042,1246,13,Open ended,NIFTY 50 Hybrid Composite Debt 50:50 Index,1000.0,1000.0
Canara Rob Gilt Fund-Reg(G),Debt - Gilt Fund,4.56,2.88,4.14,1.25,62.083780880773354,24.622512010981474,31.644223954642094,35.62562175677016,56.704980842911866,19.91321893372076,65.5092930645531,48.366379355251325,4.311111111111111,-0.1711111111111112,1247,22,Open ended,CRISIL Dynamic Gilt Index,5000.0,1000.0
Canara Rob Gilt Fund-Reg(IDCW),Debt - Gilt Fund,4.56,2.88,4.13,1.25,62.083780880773354,24.622512010981474,31.60878809355067,35.607903826224444,56.704980842911866,19.92017362799996,65.49724718071042,48.35450891901779,4.311111111111111,-0.181111111111111,1248,23,Open ended,CRISIL Dynamic Gilt Index,5000.0,1000.0
Indiabulls Arbitrage Fund-Reg(M-IDCW),Hybrid - Arbitrage Fund,3.13,2.65,3.53,1.21,59.01181525241675,24.227865477007555,29.482636428065202,33.81204090761822,58.23754789272031,18.750591909620706,67.523022140547,48.34616296212594,4.482,-0.9520000000000004,1249,40,Open ended,Nifty 50 Arbitrage,1000.0,1000.0
Nippon India Tax Saver (ELSS) Fund(IDCW),Equity - ELSS,3.83,13.63,4.08,1.76,60.515574650912995,43.06794783802334,31.431608788093545,40.73930367563637,37.16475095785441,14.638426248498813,74.64550199475018,48.32221507596933,10.023387096774194,-5.9433870967741935,1250,52,Open ended,NIFTY 500 - TRI,1000.0,1000.0
HDFC Equity Savings Fund(G),Hybrid - Equity Savings,4.96,10.37,7.62,2.09,62.94307196562835,37.47426218256692,43.97590361445783,45.81884485512466,24.521072796934874,13.233071502466153,77.0796478175368,48.30960258118024,6.148095238095239,1.471904761904761,1251,19,Open ended,NIFTY 50 Equity Savings Index - TRI,1000.0,1000.0
IDFC G-Sec-Invest-Reg(Q-IDCW),Debt - Gilt Fund,3.83,1.34,4.54,1.24,60.515574650912995,21.980096087851752,33.06165839829907,35.22797295568766,57.08812260536398,19.838941709552024,65.63794499065853,48.29550337684945,4.311111111111111,0.22888888888888914,1252,24,Open ended,CRISIL Dynamic Gilt Index,1000.0,1000.0
DSP Dynamic Asset Allocation Fund-Reg(G),Hybrid - Dynamic Asset Allocation,1.73,6.51,7.14,1.9,56.004296455424274,30.85106382978724,42.27498228206945,41.59366958105575,31.800766283524908,12.594212242100781,78.1861845153755,48.29357249025298,6.648333333333333,0.49166666666666625,1253,4,Open ended,CRISIL Hybrid 50+50 - Moderate Index,1000.0,1000.0
Sundaram Equity Savings Fund(G),Hybrid - Equity Savings,3.73,12.07,8.57,2.34,60.30075187969924,40.391214824982846,47.34231041814316,47.84867003250628,14.942528735632177,10.104690336595787,82.49816294226584,48.284507935727646,6.148095238095239,2.421904761904761,1254,20,Open ended,NIFTY 50 Equity Savings Index,1000.0,1000.0
DSP Top 100 Equity Fund-Reg(G),Equity - Large Cap Fund,3.89,8.87,8.12,2.09,60.64446831364124,34.90048043925875,45.747696669029054,45.4728861290204,24.521072796934874,12.924968194954205,77.61329840012752,48.2700358637758,10.044583333333334,-1.9245833333333344,1255,37,Open ended,S&P BSE 100 - TRI,1000.0,1000.0
IDBI Credit Risk Fund(A-IDCW),Debt - Credit Risk Fund,5.51,3.44,4.86,1.35,64.12459720730396,25.583390528483186,34.195605953224664,37.59773957661808,52.87356321839081,20.229266687436176,64.96188229749998,48.25773116728174,4.7778125000000005,0.08218749999999986,1256,6,Open ended,NIFTY Credit Risk Bond Index,5000.0,1000.0
Kotak Dynamic Bond Fund-Reg(G),Debt - Dynamic Bond,3.54,2.06,4.84,1.33,59.89258861439313,23.215511324639674,34.124734231041806,36.005538235791434,53.639846743295,18.833487296398914,67.37944311893406,48.257591583452985,4.625,0.21499999999999986,1257,31,Open ended,NIFTY Composite Debt Index,5000.0,1000.0
IDBI Credit Risk Fund(G),Debt - Credit Risk Fund,5.5,3.44,4.85,1.35,64.10311493018258,25.583390528483186,34.160170092133235,37.575725190648086,52.87356321839081,20.223378638104247,64.97208069810036,48.24927357444683,4.7778125000000005,0.07218749999999918,1258,7,Open ended,NIFTY Credit Risk Bond Index,5000.0,1000.0
IDBI Credit Risk Fund(Q-IDCW),Debt - Credit Risk Fund,5.51,3.44,4.85,1.35,64.12459720730396,25.583390528483186,34.160170092133235,37.58002164607237,52.87356321839081,20.23549955022692,64.9510866624698,48.24617329325134,4.7778125000000005,0.07218749999999918,1259,8,Open ended,NIFTY Credit Risk Bond Index,5000.0,1000.0
Edelweiss Equity Savings Fund-Reg(G),Hybrid - Equity Savings,3.84,8.86,7.78,2.06,60.537056928034374,34.883321894303364,44.54287739192062,44.84384664985819,25.670498084291182,12.956561482030803,77.55857722173273,48.22919215143507,6.148095238095239,1.631904761904761,1260,21,Open ended,NIFTY 50 Equity Savings Index,5000.0,1000.0
DSP Focus Fund-Reg(G),Equity - Focused Fund,-0.14,8.48,7.72,2.14,51.98711063372718,34.231297185998635,44.330262225372074,42.83194239523107,22.60536398467432,8.905853258817622,84.57460967097502,48.21096461152787,9.83,-2.1100000000000003,1261,21,Open ended,NIFTY 500 - TRI,1000.0,1000.0
Motilal Oswal Focused Fund-Reg(IDCW),Equity - Focused Fund,3.42,9.2,8.62,2.18,59.63480128893662,35.46671242278655,47.51948972360028,46.32671884642343,21.0727969348659,12.084057916874821,79.06979772636788,48.19900808852016,9.83,-1.2100000000000009,1262,22,Open ended,NIFTY 500 - TRI,1000.0,1000.0
Aditya Birla SL Regular Savings Fund(M-IDCW),Hybrid - Conservative Hybrid Fund,2.96,8.88,5.8,1.86,58.64661654135338,34.91763898421414,37.526576895818565,40.9679034514442,33.33333333333333,13.012346749419612,77.46195430430151,48.182773635130815,5.775925925925925,0.02407407407407458,1263,26,Open ended,CRISIL Hybrid 85+15 - Conservative Index,1000.0,1000.0
Taurus Infrastructure Fund-Reg(G),Equity - Sectoral Fund - Infrastructure,1.92,14.7,7.89,2.48,56.41245972073039,44.90391214824983,44.93267186392629,47.22000152058417,9.578544061302674,6.636176403955831,88.50580530035877,48.131088100707444,9.401428571428571,-1.5114285714285716,1264,23,Open ended,Nifty Infrastructure - TRI,5000.0,1000.0
UTI Healthcare Fund-Reg(IDCW),Equity - Sectoral Fund - Pharma & Health Care,-6.18,17.08,10.65,2.56,39.01181525241675,48.98764584763212,54.71296952515946,49.85514156735272,6.513409961685812,7.945887539825835,86.23731906979319,48.11525304154611,12.22375,-1.5737500000000004,1265,7,Open ended,S&P BSE Health Care - TRI,5000.0,1000.0
